Annotator,Annotation,ID
ycao6928,Society,Philippine storm death toll rises to six - The Times of India
ycao6928,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
ycao6928,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
ycao6928,Society,30 Items We Just Know You're Going To Want For Fall
ycao6928,Society,DUBS Bring Down The Noise In Night Clubs
ycao6928,Society,Met policeman cleared after kicking mother tending to her child in hospital
ycao6928,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
ycao6928,Society,19 Things Scottish People Miss When They Move To London
ycao6928,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
ycao6928,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
ycao6928,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
ycao6928,Sports,Ice hockey boy gets floored
ycao6928,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
ycao6928,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
ycao6928,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
ycao6928,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
ycao6928,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
ycao6928,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
ycao6928,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
ycao6928,War,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
ycao6928,War,Iraq Reaches Major Oil Deal With Kurds
ycao6928,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
yche6439,Business,"We put your tax return hell questions to HMRC, and this is what they said"
yche6439,Business,We should be banking on a brighter future for Scotland
yche6439,Business,'Ship Your Enemies Glitter' business sells for $85K
yche6439,Business,Australia's best private pools on the market
yche6439,Business,Hamish McRae: Lessons for all as America bounces back
yche6439,Business,30 Items We Just Know You're Going To Want For Fall
yche6439,Business,Apple CarPlay infotainment system has lots of potential
yche6439,Entertainment,Eastenders: Carter clan set to implode in 2015
yche6439,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
yche6439,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
yche6439,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
yche6439,Entertainment,INXS relive one of their most successful years ever and their toughest
yche6439,Entertainment,How Britain Made James Foley's Killer
yche6439,Entertainment,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
yche6439,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
yche6439,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
yche6439,Entertainment,How to find love in 2015 without it costing the earth
yche6439,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
yche6439,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
yche6439,Error,The weirdest moments from 30 years of 'Ninja Turtles'
yche6439,Error,Dewani cop didn't ace it
yche6439,Health,Interpol's Second Act: Inside the Gloom Kings' Return
yche6439,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
yche6439,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
yche6439,Health,Woman dies after airport scanner interferes with her pacemaker - Telegraph
yche6439,Other,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
yche6439,Other,"36 Hours in Strasbourg, France"
yche6439,Other,The words that ended my marriage
yche6439,Other,DUBS Bring Down The Noise In Night Clubs
yche6439,Other,19 Things Scottish People Miss When They Move To London
yche6439,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
yche6439,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
yche6439,Politics,What has the Human Rights Act done for you?
yche6439,Politics,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
yche6439,Politics,Iraq Reaches Major Oil Deal With Kurds
yche6439,Politics,Cong escalates attack on govt through social media - The Times of India
yche6439,Politics,Prosecutors seek to have McDonnell jailed during appeal
yche6439,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
yche6439,Politics,72-hour wait for Missouri abortions takes effect next month
yche6439,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
yche6439,Politics,'Impossible' for Saudi to reduce oil output: minister
yche6439,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
yche6439,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
yche6439,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
yche6439,Science and Technology,The unborn babies who are already smiling for the camera
yche6439,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
yche6439,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
yche6439,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
yche6439,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
yche6439,Science and Technology,Anticipating the rise of the machine
yche6439,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
yche6439,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
yche6439,Society,What is a sinkhole?
yche6439,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
yche6439,Society,Snapper star dies
yche6439,Society,'Parents these days' are judged too harshly
yche6439,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
yche6439,Society,Potentially interesting
yche6439,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
yche6439,Society,DU to go back to reevaluation system : News
yche6439,Society,Kane's account of sting draws increasing fire
yche6439,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
yche6439,Society,From the flower pot to Pantibar: Enda's gay support evolution
yche6439,Society,Philippine storm death toll rises to six - The Times of India
yche6439,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
yche6439,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
yche6439,Society,Met policeman cleared after kicking mother tending to her child in hospital
yche6439,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
yche6439,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
yche6439,Sports,"Coal is 'good for humanity', says Tony Abbott at mine opening"
yche6439,Sports,Ice hockey boy gets floored
yche6439,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
yche6439,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
yche6439,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
yche6439,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
yche6439,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
yche6439,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
yche6439,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
yche6439,War,FBI investigating explosion outside NAACP office in Colorado - CNN.com
yche6439,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
yfan5798,Business,Potentially interesting
yfan5798,Business,"We put your tax return hell questions to HMRC, and this is what they said"
yfan5798,Business,'Ship Your Enemies Glitter' business sells for $85K
yfan5798,Business,"36 Hours in Strasbourg, France"
yfan5798,Business,Hamish McRae: Lessons for all as America bounces back
yfan5798,Business,30 Items We Just Know You're Going To Want For Fall
yfan5798,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
yfan5798,Entertainment,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
yfan5798,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
yfan5798,Entertainment,INXS relive one of their most successful years ever and their toughest
yfan5798,Entertainment,Prosecutors seek to have McDonnell jailed during appeal
yfan5798,Entertainment,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
yfan5798,Entertainment,Louis van Gaal hands out Christmas presents to fans on Boxing Day
yfan5798,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
yfan5798,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
yfan5798,Entertainment,Victorian Liberals sack candidate over role for porn star in campaign event
yfan5798,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
yfan5798,Error,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
yfan5798,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
yfan5798,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
yfan5798,Other,DU to go back to reevaluation system : News
yfan5798,Other,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
yfan5798,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
yfan5798,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
yfan5798,Politics,What has the Human Rights Act done for you?
yfan5798,Politics,The Government's bid to boost mobile coverage could easily backfire - Telegraph
yfan5798,Politics,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
yfan5798,Politics,We should be banking on a brighter future for Scotland
yfan5798,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
yfan5798,Politics,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
yfan5798,Politics,72-hour wait for Missouri abortions takes effect next month
yfan5798,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
yfan5798,Politics,'Impossible' for Saudi to reduce oil output: minister
yfan5798,Politics,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
yfan5798,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
yfan5798,Science and Technology,The weirdest moments from 30 years of 'Ninja Turtles'
yfan5798,Science and Technology,What is a sinkhole?
yfan5798,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
yfan5798,Science and Technology,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
